Entity,Code,Year,all years
Polk,,2021,89164
Polk,,2021,17776
Polk,,2021,51899
Polk,,2021,45431
Pondera,,2020,5882
Pondera,,2021,5994
Pontotoc,,2020,31206
Pontotoc,,2020,38077
Pontotoc,,2021,31445
Pontotoc,,2021,38163
Pope,,2020,63346
Pope,,2020,3744
Pope,,2020,11309
Pope,,2021,63789
Pope,,2021,3779
Pope,,2021,11403
Poquoson city,,2020,12455
Poquoson city,,2021,12574
Portage,,2020,161775
Portage,,2020,70378
Portage,,2021,162382
Portage,,2021,70468
Porter,,2020,173256
Porter,,2021,174243
Portsmouth city,,2020,98015
Portsmouth city,,2021,97840
Posey,,2020,25161
Posey,,2021,25116
Pottawatomie,,2020,25392
Pottawatomie,,2020,72441
Pottawatomie,,2021,25790
Pottawatomie,,2021,73019
Pottawattamie,,2020,93560
Pottawattamie,,2021,93304
Potter,,2020,16356
Potter,,2020,2471
Potter,,2020,118173
Potter,,2021,16259
Potter,,2021,2475
Potter,,2021,116547
Powder River,,2020,1693
Powder River,,2021,1702
Powell,,2020,13085
Powell,,2020,6934
Powell,,2021,13133
Powell,,2021,6999
Power,,2020,7879
Power,,2021,7950
Poweshiek,,2020,18643
Poweshiek,,2021,18586
Powhatan,,2020,30433
Powhatan,,2021,31136
Prairie,,2020,8248
Prairie,,2020,1076
Prairie,,2021,8135
Prairie,,2021,1091
Pratt,,2020,9151
Pratt,,2021,9181
Preble,,2020,40964
Preble,,2021,40867
Prentiss,,2020,24935
Prentiss,,2021,24996
Presidio,,2020,6102
Presidio,,2021,6140
Presque Isle,,2020,12979
Presque Isle,,2021,13093
Preston,,2020,34176
Preston,,2021,34358
Price,,2020,14015
Price,,2021,14050
Prince Edward,,2020,21853
Prince Edward,,2021,21932
Prince George,,2020,43023
Prince George,,2021,42880
Prince George's,,2020,965601
Prince George's,,2021,955306
Prince William,,2020,482738
Prince William,,2021,484472
Prince of Wales-Hyder,,2020,5725
Prince of Wales-Hyder,,2021,5729
Providence,,2020,660015
Providence,,2021,658221
Prowers,,2020,11986
Prowers,,2021,11996
Pueblo,,2020,168467
Pueblo,,2021,169622
Pulaski,,2020,399073
Pulaski,,2020,9863
Pulaski,,2020,5161
Pulaski,,2020,12488
Pulaski,,2020,65016
Pulaski,,2020,53964
Pulaski,,2020,33760
Pulaski,,2021,397821
Pulaski,,2021,9917
Pulaski,,2021,5065
Pulaski,,2021,12339
Pulaski,,2021,65423
Pulaski,,2021,53816
Pulaski,,2021,33759
Pushmataha,,2020,10797
Pushmataha,,2021,10815
Putnam,,2020,73347
Putnam,,2020,22140
Putnam,,2020,5635
Putnam,,2020,36666
Putnam,,2020,4676
Putnam,,2020,97660
Putnam,,2020,34380
Putnam,,2020,79982
Putnam,,2020,57399
Putnam,,2021,74167
Putnam,,2021,22585
Putnam,,2021,5566
Putnam,,2021,36979
Putnam,,2021,4712
Putnam,,2021,97936
Putnam,,2021,34318
Putnam,,2021,81188
Putnam,,2021,57260
Quay,,2020,8721
Quay,,2021,8656
Queen Anne's,,2020,49983
Queen Anne's,,2021,50798
Queens,,2020,2395791
Queens,,2021,2331143
Quitman,,2020,2224
Quitman,,2020,6153
Quitman,,2021,2243
Quitman,,2021,5935
Rabun,,2020,16894
Rabun,,2021,17119
Racine,,2020,197440
Racine,,2021,196896
Radford city,,2020,16089
Radford city,,2021,16499
Rains,,2020,12199
Rains,,2021,12509
Raleigh,,2020,74349
Raleigh,,2021,73771
Ralls,,2020,10351
Ralls,,2021,10361
Ramsey,,2020,551480
Ramsey,,2020,11555
Ramsey,,2021,543257
Ramsey,,2021,11572
Randall,,2020,141231
Randall,,2021,143854
Randolph,,2020,21971
Randolph,,2020,18581
Randolph,,2020,6377
Randolph,,2020,30055
Randolph,,2020,24375
Randolph,,2020,24636
Randolph,,2020,144334
Randolph,,2020,27852
Randolph,,2021,21989
Randolph,,2021,18865
Randolph,,2021,6287
Randolph,,2021,30142
Randolph,,2021,24387
Randolph,,2021,24760
Randolph,,2021,145172
Randolph,,2021,27806
Rankin,,2020,157052
Rankin,,2021,158096
Ransom,,2020,5703
Ransom,,2021,5675
Rapides,,2020,129607
Rapides,,2021,128654
Rappahannock,,2020,7312
Rappahannock,,2021,7407
Ravalli,,2020,44351
Ravalli,,2021,45959
Rawlins,,2020,2555
Rawlins,,2021,2549
Ray,,2020,23100
Ray,,2021,23008
Reagan,,2020,3376
Reagan,,2021,3253
Real,,2020,2743
Real,,2021,2826
Red Lake,,2020,3936
Red Lake,,2021,3933
Red River,,2020,7619
Red River,,2020,11550
Red River,,2021,7564
Red River,,2021,11555
Red Willow,,2020,10671
Red Willow,,2021,10623
Redwood,,2020,15391
Redwood,,2021,15366
Reeves,,2020,14730
Reeves,,2021,14487
Refugio,,2020,6747
Refugio,,2021,6756
Reno,,2020,61808
Reno,,2021,61414
Rensselaer,,2020,160923
Rensselaer,,2021,160232
Renville,,2020,14684
Renville,,2020,2272
Renville,,2021,14608
Renville,,2021,2266
Republic,,2020,4680
Republic,,2021,4662
Reynolds,,2020,6078
Reynolds,,2021,6087
Rhea,,2020,32903
Rhea,,2021,33136
Rice,,2020,9374
Rice,,2020,67030
Rice,,2021,9390
Rice,,2021,67262
Rich,,2020,2504
Rich,,2021,2597
Richardson,,2020,7836
Richardson,,2021,7759
Richland,,2020,15803
Richland,,2020,19997
Richland,,2020,11501
Richland,,2020,16524
Richland,,2020,124840
Richland,,2020,416527
Richland,,2020,17274
Richland,,2021,15796
Richland,,2021,19805
Richland,,2021,11283
Richland,,2021,16560
Richland,,2021,125195
Richland,,2021,418307
Richland,,2021,17212
Richmond,,2020,206328
Richmond,,2020,495522
Richmond,,2020,42879
Richmond,,2020,8920
Richmond,,2021,205673
Richmond,,2021,493494
Richmond,,2021,42724
Richmond,,2021,9017
Richmond city,,2020,226670
Richmond city,,2021,226604
Riley,,2020,71996
Riley,,2021,72208
Ringgold,,2020,4639
Ringgold,,2021,4639
Rio Arriba,,2020,40264
Rio Arriba,,2021,40179
Rio Blanco,,2020,6518
Rio Blanco,,2021,6476
Rio Grande,,2020,11538
Rio Grande,,2021,11408
Ripley,,2020,28980
Ripley,,2020,10680
Ripley,,2021,29081
Ripley,,2021,10617
Ritchie,,2020,8424
Ritchie,,2021,8383
Riverside,,2020,2422764
Riverside,,2021,2458395
Roane,,2020,53513
Roane,,2020,13977
Roane,,2021,53992
Roane,,2021,13898
Roanoke,,2020,96845
Roanoke,,2021,96589
Roanoke city,,2020,99875
Roanoke city,,2021,98865
Roberts,,2020,10257
Roberts,,2020,823
Roberts,,2021,10163
Roberts,,2021,797
Robertson,,2020,2184
Robertson,,2020,72860
Robertson,,2020,16740
Robertson,,2021,2257
Robertson,,2021,74098
Robertson,,2021,16958
Robeson,,2020,116361
Robeson,,2021,116328
Rock,,2020,9705
Rock,,2020,1267
Rock,,2020,163643
Rock,,2021,9680
Rock,,2021,1264
Rock,,2021,164381
Rock Island,,2020,144267
Rock Island,,2021,142909
Rockbridge,,2020,22610
Rockbridge,,2021,22641
Rockcastle,,2020,16053
Rockcastle,,2021,16115
Rockdale,,2020,93614
Rockdale,,2021,94082
Rockingham,,2020,314430
Rockingham,,2020,91080
Rockingham,,2020,83758
Rockingham,,2021,316947
Rockingham,,2021,91266
Rockingham,,2021,84394
Rockland,,2020,338121
Rockland,,2021,339227
Rockwall,,2020,109090
Rockwall,,2021,116381
Roger Mills,,2020,3427
Roger Mills,,2021,3386
Rogers,,2020,95315
Rogers,,2021,96695
Rolette,,2020,12162
Rolette,,2021,12048
Rooks,,2020,4894
Rooks,,2021,4831
Roosevelt,,2020,10780
Roosevelt,,2020,19118
Roosevelt,,2021,10821
Roosevelt,,2021,19019
Roscommon,,2020,23432
Roscommon,,2021,23633
Roseau,,2020,15294
Roseau,,2021,15258
Rosebud,,2020,8298
Rosebud,,2021,8124
Ross,,2020,76985
Ross,,2021,76891
Routt,,2020,24839
Routt,,2021,25091
Rowan,,2020,24732
Rowan,,2020,147027
Rowan,,2021,24861
Rowan,,2021,148150
Runnels,,2020,9921
Runnels,,2021,9943
Rush,,2020,16744
Rush,,2020,2944
Rush,,2021,16672
Rush,,2021,2953
Rusk,,2020,52225
Rusk,,2020,14168
Rusk,,2021,52743
Rusk,,2021,14123
Russell,,2020,59226
Russell,,2020,6672
Russell,,2020,17975
Russell,,2020,25726
Russell,,2021,58722
Russell,,2021,6703
Russell,,2021,18156
Russell,,2021,25550
Rutherford,,2020,64421
Rutherford,,2020,343128
Rutherford,,2021,64586
Rutherford,,2021,352182
Rutland,,2020,60455
Rutland,,2021,60591
Sabine,,2020,22118
Sabine,,2020,9881
Sabine,,2021,22135
Sabine,,2021,10039
Sac,,2020,9791
Sac,,2021,9752
Sacramento,,2020,1586241
Sacramento,,2021,1588921
Sagadahoc,,2020,36688
Sagadahoc,,2021,37071
Saginaw,,2020,189831
Saginaw,,2021,189591
Saguache,,2020,6383
Saguache,,2021,6471
Salem,,2020,64859
Salem,,2021,65046
Salem city,,2020,25374
Salem city,,2021,25373
Saline,,2020,123681
Saline,,2020,23634
Saline,,2020,54232
Saline,,2020,23319
Saline,,2020,14249
Saline,,2021,125233
Saline,,2021,23320
Saline,,2021,53888
Saline,,2021,23289
Saline,,2021,14192
Salt Lake,,2020,1186236
Salt Lake,,2021,1186421
Saluda,,2020,18830
Saluda,,2021,18821
Sampson,,2020,59021
Sampson,,2021,58990
San Augustine,,2020,7919
San Augustine,,2021,7922
San Benito,,2020,64507
San Benito,,2021,66677
San Bernardino,,2020,2182740
San Bernardino,,2021,2194710
San Diego,,2020,3297252
San Diego,,2021,3286069
San Francisco,,2020,870014
San Francisco,,2021,815201
San Jacinto,,2020,27483
San Jacinto,,2021,27878
San Joaquin,,2020,780517
San Joaquin,,2021,789410
San Juan,,2020,710
San Juan,,2020,121429
San Juan,,2020,14525
San Juan,,2020,17818
San Juan,,2021,733
San Juan,,2021,120993
San Juan,,2021,14489
San Juan,,2021,18557
San Luis Obispo,,2020,282231
San Luis Obispo,,2021,283159
San Mateo,,2020,762453
San Mateo,,2021,737888
San Miguel,,2020,8055
San Miguel,,2020,27115
San Miguel,,2021,8074
San Miguel,,2021,27150
San Patricio,,2020,68772
San Patricio,,2021,69699
San Saba,,2020,5730
San Saba,,2021,5827
Sanborn,,2020,2318
Sanborn,,2021,2378
Sanders,,2020,12451
Sanders,,2021,12959
Sandoval,,2020,149218
Sandoval,,2021,151369
Sandusky,,2020,58832
Sandusky,,2021,58715
Sangamon,,2020,196012
Sangamon,,2021,194734
Sanilac,,2020,40506
Sanilac,,2021,40506
Sanpete,,2020,28508
Sanpete,,2021,29106
Santa Barbara,,2020,448096
Santa Barbara,,2021,446475
Santa Clara,,2020,1930598
Santa Clara,,2021,1885508
Santa Cruz,,2020,47653
Santa Cruz,,2020,270353
Santa Cruz,,2021,47883
Santa Cruz,,2021,267792
Santa Fe,,2020,154977
Santa Fe,,2021,155201
Santa Rosa,,2020,189133
Santa Rosa,,2021,193998
Sarasota,,2020,435664
Sarasota,,2021,447057
Saratoga,,2020,235689
Saratoga,,2021,237359
Sargent,,2020,3842
Sargent,,2021,3829
Sarpy,,2020,191114
Sarpy,,2021,193418
Sauk,,2020,65718
Sauk,,2021,65697
Saunders,,2020,22361
Saunders,,2021,22787
Sawyer,,2020,18107
Sawyer,,2021,18295
Schenectady,,2020,157861
Schenectady,,2021,158089
Schleicher,,2020,2442
Schleicher,,2021,2429
Schley,,2020,4538
Schley,,2021,4478
Schoharie,,2020,29720
Schoharie,,2021,29863
Schoolcraft,,2020,8041
Schoolcraft,,2021,8030
Schuyler,,2020,6875
Schuyler,,2020,4007
Schuyler,,2020,17857
Schuyler,,2021,6843
Schuyler,,2021,4025
Schuyler,,2021,17752
Schuylkill,,2020,142777
Schuylkill,,2021,143264
Scioto,,2020,73720
Scioto,,2021,73346
Scotland,,2020,4698
Scotland,,2020,34110
Scotland,,2021,4693
Scotland,,2021,34227
Scott,,2020,9811
Scott,,2020,4927
Scott,,2020,24336
Scott,,2020,174488
Scott,,2020,5137
Scott,,2020,57477
Scott,,2020,151265
Scott,,2020,27958
Scott,,2020,38009
Scott,,2020,21842
Scott,,2020,21547
Scott,,2021,9822
Scott,,2021,4836
Scott,,2021,24355
Scott,,2021,174170
Scott,,2021,5131
Scott,,2021,58252
Scott,,2021,153268
Scott,,2021,27598
Scott,,2021,37840
Scott,,2021,21917
Scott,,2021,21419
Scotts Bluff,,2020,36002
Scotts Bluff,,2021,35745
Screven,,2020,14060
Screven,,2021,14105
Scurry,,2020,16931
Scurry,,2021,16824
Searcy,,2020,7827
Searcy,,2021,7880
Sebastian,,2020,127739
Sebastian,,2021,128400
Sedgwick,,2020,2390
Sedgwick,,2020,524246
Sedgwick,,2021,2336
Sedgwick,,2021,523828
Seminole,,2020,471058
Seminole,,2020,9138
Seminole,,2020,23508
Seminole,,2021,470093
Seminole,,2021,9197
Seminole,,2021,23567
Seneca,,2020,33715
Seneca,,2020,54990
Seneca,,2021,33688
Seneca,,2021,54906
Sequatchie,,2020,15863
Sequatchie,,2021,16396
Sequoyah,,2020,39255
Sequoyah,,2021,39508
Sevier,,2020,15778
Sevier,,2020,98497
Sevier,,2020,21546
Sevier,,2021,15783
Sevier,,2021,99517
Sevier,,2021,21906
Seward,,2020,21832
Seward,,2020,17605
Seward,,2021,21747
Seward,,2021,17603
Shackelford,,2020,3122
Shackelford,,2021,3212
Shannon,,2020,7041
Shannon,,2021,7106
Sharkey,,2020,3767
Sharkey,,2021,3663
Sharp,,2020,17282
Sharp,,2021,17622
Shasta,,2020,181893
Shasta,,2021,182139
Shawano,,2020,40838
Shawano,,2021,40859
Shawnee,,2020,178608
Shawnee,,2021,178264
Sheboygan,,2020,117937
Sheboygan,,2021,117747
Shelby,,2020,223708
Shelby,,2020,20900
Shelby,,2020,45026
Shelby,,2020,11699
Shelby,,2020,48179
Shelby,,2020,6101
Shelby,,2020,48119
Shelby,,2020,928644
Shelby,,2020,23926
Shelby,,2021,226902
Shelby,,2021,20789
Shelby,,2021,45039
Shelby,,2021,11770
Shelby,,2021,48461
Shelby,,2021,5976
Shelby,,2021,47977
Shelby,,2021,924454
Shelby,,2021,23939
Shenandoah,,2020,44255
Shenandoah,,2021,44752
Sherburne,,2020,97479
Sherburne,,2021,99074
Sheridan,,2020,2442
Sheridan,,2020,3518
Sheridan,,2020,5097
Sheridan,,2020,1258
Sheridan,,2020,30996
Sheridan,,2021,2478
Sheridan,,2021,3527
Sheridan,,2021,5095
Sheridan,,2021,1268
Sheridan,,2021,31646
Sherman,,2020,5882
Sherman,,2020,2956
Sherman,,2020,1872
Sherman,,2020,2780
Sherman,,2021,5895
Sherman,,2021,2964
Sherman,,2021,1907
Sherman,,2021,2798
Shiawassee,,2020,67983
Shiawassee,,2021,67877
Shoshone,,2020,13189
Shoshone,,2021,13612
Sibley,,2020,14802
Sibley,,2021,14917
Sierra,,2020,3228
Sierra,,2020,11526
Sierra,,2021,3283
Sierra,,2021,11502
Silver Bow,,2020,35168
Silver Bow,,2021,35411
Simpson,,2020,19620
Simpson,,2020,25893
Simpson,,2021,19718
Simpson,,2021,25750
Sioux,,2020,35869
Sioux,,2020,1144
Sioux,,2020,3884
Sioux,,2021,35893
Sioux,,2021,1143
Sioux,,2021,3738
Siskiyou,,2020,43962
Siskiyou,,2021,44118
Sitka City and,,2020,8428
Sitka City and,,2021,8407
Skagit,,2020,129852
Skagit,,2021,130696
Skagway,,2020,1239
Skagway,,2021,1132
Skamania,,2020,12034
Skamania,,2021,12170
Slope,,2020,701
Slope,,2021,690
Smith,,2020,3559
Smith,,2020,14204
Smith,,2020,19939
Smith,,2020,234063
Smith,,2021,3576
Smith,,2021,14191
Smith,,2021,20172
Smith,,2021,237186
Smyth,,2020,29730
Smyth,,2021,29477
Snohomish,,2020,829331
Snohomish,,2021,833540
Snyder,,2020,39717
Snyder,,2021,39621
Socorro,,2020,16565
Socorro,,2021,16311
Solano,,2020,453274
Solano,,2021,451716
Somerset,,2020,50404
Somerset,,2020,24567
Somerset,,2020,345014
Somerset,,2020,73917
Somerset,,2021,50592
Somerset,,2021,24584
Somerset,,2021,345647
Somerset,,2021,73627
Somervell,,2020,9214
Somervell,,2021,9469
Sonoma,,2020,488345
Sonoma,,2021,485887
Southampton,,2020,17949
Southampton,,2021,18006
Southeast Fairbanks,,2020,6831
Southeast Fairbanks,,2021,6970
Spalding,,2020,67413
Spalding,,2021,67909
Spartanburg,,2020,329364
Spartanburg,,2021,335864
Spencer,,2020,19820
Spencer,,2020,19564
Spencer,,2021,19798
Spencer,,2021,19916
Spink,,2020,6338
Spink,,2021,6269
Spokane,,2020,540700
Spokane,,2021,546040
Spotsylvania,,2020,140475
Spotsylvania,,2021,143676
St. Bernard,,2020,43838
St. Bernard,,2021,44258
St. Charles,,2020,52481
St. Charles,,2020,406258
St. Charles,,2021,52282
St. Charles,,2021,409981
St. Clair,,2020,91333
St. Clair,,2020,256789
St. Clair,,2020,160265
St. Clair,,2020,9340
St. Clair,,2021,92748
St. Clair,,2021,254796
St. Clair,,2021,160053
St. Clair,,2021,9376
St. Croix,,2020,93797
St. Croix,,2021,95044
St. Francis,,2020,23046
St. Francis,,2021,22739
St. Francois,,2020,66900
St. Francois,,2021,67541
St. Helena,,2020,10889
St. Helena,,2021,10912
St. James,,2020,20127
St. James,,2021,19742
St. John the Baptist,,2020,42394
St. John the Baptist,,2021,42094
St. Johns,,2020,276916
St. Johns,,2021,292466
St. Joseph,,2020,272549
St. Joseph,,2020,60902
St. Joseph,,2021,272212
St. Joseph,,2021,60758
St. Landry,,2020,82273
St. Landry,,2021,82071
St. Lawrence,,2020,108311
St. Lawrence,,2021,108051
St. Louis,,2020,199962
St. Louis,,2020,1002838
St. Louis,,2021,199182
St. Louis,,2021,997187
St. Louis city,,2020,300528
St. Louis city,,2021,293310
St. Lucie,,2020,331275
St. Lucie,,2021,343579
St. Martin,,2020,51604
St. Martin,,2021,51540
St. Mary,,2020,49140
St. Mary,,2021,48232
St. Mary's,,2020,113953
St. Mary's,,2021,114468
St. Tammany,,2020,264933
St. Tammany,,2021,269388
Stafford,,2020,4064
Stafford,,2020,157604
Stafford,,2021,4034
Stafford,,2021,160877
Stanislaus,,2020,552710
Stanislaus,,2021,552999
Stanley,,2020,2976
Stanley,,2021,3032
Stanly,,2020,62609
Stanly,,2021,63425
Stanton,,2020,2072
Stanton,,2020,5824
Stanton,,2021,2044
Stanton,,2021,5816
Stark,,2020,5391
Stark,,2020,33805
Stark,,2020,374357
Stark,,2021,5294
Stark,,2021,33046
Stark,,2021,373834
Starke,,2020,23356
Starke,,2021,23372
Starr,,2020,65835
Starr,,2021,66049
Staunton city,,2020,25800
Staunton city,,2021,25661
Ste. Genevieve,,2020,18476
Ste. Genevieve,,2021,18588
Stearns,,2020,158349
Stearns,,2021,158947
Steele,,2020,37352
Steele,,2020,1797
Steele,,2021,37349
Steele,,2021,1810
Stephens,,2020,26800
Stephens,,2020,42753
Stephens,,2020,9079
Stephens,,2021,26865
Stephens,,2021,43129
Stephens,,2021,9173
Stephenson,,2020,44457
Stephenson,,2021,44021
Sterling,,2020,1383
Sterling,,2021,1381
Steuben,,2020,34440
Steuben,,2020,93363
Steuben,,2021,34632
Steuben,,2021,92948
Stevens,,2020,5236
Stevens,,2020,9646
Stevens,,2020,46566
Stevens,,2021,5293
Stevens,,2021,9700
Stevens,,2021,47426
Stewart,,2020,5295
Stewart,,2020,13683
Stewart,,2021,5341
Stewart,,2021,13855
Stillwater,,2020,9010
Stillwater,,2021,9044
Stoddard,,2020,28652
Stoddard,,2021,28479
Stokes,,2020,44517
Stokes,,2021,44553
Stone,,2020,12364
Stone,,2020,18333
Stone,,2020,31175
Stone,,2021,12481
Stone,,2021,18644
Stone,,2021,31548
Stonewall,,2020,1245
Stonewall,,2021,1217
Storey,,2020,4106
Storey,,2021,4143
Story,,2020,98615
Story,,2021,99472
Strafford,,2020,131006
Strafford,,2021,132416
Stutsman,,2020,21529
Stutsman,,2021,21576
Sublette,,2020,8723
Sublette,,2021,8697
Suffolk,,2020,795431
Suffolk,,2020,1524099
Suffolk,,2021,771245
Suffolk,,2021,1526344
Suffolk city,,2020,94685
Suffolk city,,2021,96194
Sullivan,,2020,20803
Sullivan,,2020,5976
Sullivan,,2020,43033
Sullivan,,2020,78643
Sullivan,,2020,5838
Sullivan,,2020,158092
Sullivan,,2021,20758
Sullivan,,2021,5934
Sullivan,,2021,43533
Sullivan,,2021,79806
Sullivan,,2021,5868
Sullivan,,2021,159265
Sully,,2020,1446
Sully,,2021,1476
Summers,,2020,11915
Summers,,2021,11908
Summit,,2020,30971
Summit,,2020,539530
Summit,,2020,42452
Summit,,2021,30941
Summit,,2021,537633
Summit,,2021,43093
Sumner,,2020,22332
Sumner,,2020,197272
Sumner,,2021,22385
Sumner,,2021,200557
Sumter,,2020,12295
Sumter,,2020,130897
Sumter,,2020,29553
Sumter,,2020,105417
Sumter,,2021,12164
Sumter,,2021,135638
Sumter,,2021,29283
Sumter,,2021,104758
Sunflower,,2020,25826
Sunflower,,2021,25402
Surry,,2020,71253
Surry,,2020,6546
Surry,,2021,71152
Surry,,2021,6530
Susquehanna,,2020,38354
Susquehanna,,2021,38389
Sussex,,2020,238912
Sussex,,2020,144082
Sussex,,2020,10768
Sussex,,2021,247527
Sussex,,2021,145543
Sussex,,2021,10763
Sutter,,2020,99480
Sutter,,2021,99063
Sutton,,2020,3362
Sutton,,2021,3319
Suwannee,,2020,43510
Suwannee,,2021,44485
Swain,,2020,14083
Swain,,2021,14136
Sweet Grass,,2020,3671
Sweet Grass,,2021,3723
Sweetwater,,2020,42158
Sweetwater,,2021,41614
Swift,,2020,9791
Swift,,2021,9749
Swisher,,2020,6957
Swisher,,2021,7008
Switzerland,,2020,9724
Switzerland,,2021,9790
Talbot,,2020,5731
Talbot,,2020,37456
Talbot,,2021,5742
Talbot,,2021,37626
Taliaferro,,2020,1557
Taliaferro,,2021,1558
Talladega,,2020,82069
Talladega,,2021,81524
Tallahatchie,,2020,12670
Tallahatchie,,2021,12366
Tallapoosa,,2020,41229
Tallapoosa,,2021,41023
Tama,,2020,17072
Tama,,2021,16867
Taney,,2020,56020
Taney,,2021,56387
Tangipahoa,,2020,133549
Tangipahoa,,2021,135217
Taos,,2020,34392
Taos,,2021,34623
Tarrant,,2020,2114709
Tarrant,,2021,2126477
Tate,,2020,28124
Tate,,2021,28234
Tattnall,,2020,22852
Tattnall,,2021,23052
Taylor,,2020,21760
Taylor,,2020,7814
Taylor,,2020,5861
Taylor,,2020,26020
Taylor,,2020,143383
Taylor,,2020,16701
Taylor,,2020,19897
Taylor,,2021,21815
Taylor,,2021,7799
Taylor,,2021,5868
Taylor,,2021,26235
Taylor,,2021,143326
Taylor,,2021,16492
Taylor,,2021,19923
Tazewell,,2020,131018
Tazewell,,2020,40343
Tazewell,,2021,130413
Tazewell,,2021,39925
Tehama,,2020,65615
Tehama,,2021,65498
Telfair,,2020,12461
Telfair,,2021,12414
Teller,,2020,24726
Teller,,2021,24926
Tensas,,2020,4116
Tensas,,2021,4043
Terrebonne,,2020,109319
Terrebonne,,2021,108708
Terrell,,2020,9153
Terrell,,2020,744
Terrell,,2021,8964
Terrell,,2021,724
Terry,,2020,11792
Terry,,2021,11754
Teton,,2020,11731
Teton,,2020,6242
Teton,,2020,23347
Teton,,2021,12267
Teton,,2021,6269
Teton,,2021,23575
Texas,,2020,24413
Texas,,2020,21283
Texas,,2021,24987
Texas,,2021,20865
Thayer,,2020,5013
Thayer,,2021,4913
Thomas,,2020,45766
Thomas,,2020,7916
Thomas,,2020,671
Thomas,,2021,45842
Thomas,,2021,7877
Thomas,,2021,673
Throckmorton,,2020,1443
Throckmorton,,2021,1495
Thurston,,2020,6769
Thurston,,2020,295729
Thurston,,2021,6620
Thurston,,2021,297977
Tift,,2020,41348
Tift,,2021,41212
Tillamook,,2020,27471
Tillamook,,2021,27748
Tillman,,2020,6956
Tillman,,2021,7076
Tioga,,2020,48355
Tioga,,2020,40969
Tioga,,2021,47980
Tioga,,2021,40929
Tippah,,2020,21732
Tippah,,2021,21635
Tippecanoe,,2020,186247
Tippecanoe,,2021,187076
Tipton,,2020,15365
Tipton,,2020,60961
Tipton,,2021,15372
Tipton,,2021,61004
Tishomingo,,2020,18822
Tishomingo,,2021,18750
Titus,,2020,31264
Titus,,2021,31183
Todd,,2020,12280
Todd,,2020,25250
Todd,,2020,9319
Todd,,2021,12285
Todd,,2021,25237
Todd,,2021,9286
Tolland,,2020,149650
Tolland,,2021,150293
Tom Green,,2020,120105
Tom Green,,2021,119411
Tompkins,,2020,105404
Tompkins,,2021,105162
Tooele,,2020,73281
Tooele,,2021,76640
Toole,,2020,4964
Toole,,2021,5011
Toombs,,2020,27052
Toombs,,2021,26911
Torrance,,2020,15051
Torrance,,2021,15307
Towner,,2020,2138
Towner,,2021,2140
Towns,,2020,12539
Towns,,2021,12875
Traill,,2020,7974
Traill,,2021,8003
Transylvania,,2020,33009
Transylvania,,2021,33165
Traverse,,2020,3346
Traverse,,2021,3286
Travis,,2020,1296100
Travis,,2021,1305154
Treasure,,2020,761
Treasure,,2021,768
Trego,,2020,2808
Trego,,2021,2793
Trempealeau,,2020,30776
Trempealeau,,2021,30724
Treutlen,,2020,6390
Treutlen,,2021,6306
Trigg,,2020,14068
Trigg,,2021,14192
Trimble,,2020,8461
Trimble,,2021,8530
Trinity,,2020,16088
Trinity,,2020,13623
Trinity,,2021,16060
Trinity,,2021,13827
Tripp,,2020,5601
Tripp,,2021,5569
Troup,,2020,69388
Troup,,2021,69720
Trousdale,,2020,11661
Trousdale,,2021,12035
Trumbull,,2020,201405
Trumbull,,2021,201335
Tucker,,2020,6752
Tucker,,2021,6672
Tulare,,2020,473736
Tulare,,2021,477054
Tulsa,,2020,670157
Tulsa,,2021,672858
Tunica,,2020,9720
Tunica,,2021,9696
Tuolumne,,2020,55516
Tuolumne,,2021,55810
Turner,,2020,8971
Turner,,2020,8673
Turner,,2021,8966
Turner,,2021,8708
Tuscaloosa,,2020,227153
Tuscaloosa,,2021,227007
Tuscarawas,,2020,93063
Tuscarawas,,2021,92500
Tuscola,,2020,53274
Tuscola,,2021,52917
Twiggs,,2020,7986
Twiggs,,2021,7856
Twin Falls,,2020,90279
Twin Falls,,2021,92243
Tyler,,2020,19797
Tyler,,2020,8279
Tyler,,2021,20077
Tyler,,2021,8155
Tyrrell,,2020,3232
Tyrrell,,2021,3254
Uinta,,2020,20441
Uinta,,2021,20635
Uintah,,2020,35618
Uintah,,2021,36204
Ulster,,2020,181687
Ulster,,2021,182951
Umatilla,,2020,80011
Umatilla,,2021,79988
Unicoi,,2020,17867
Unicoi,,2021,17698
Union,,2020,38925
Union,,2020,16126
Union,,2020,24766
Union,,2020,17179
Union,,2020,7090
Union,,2020,12097
Union,,2020,13646
Union,,2020,21124
Union,,2020,27780
Union,,2020,574349
Union,,2020,4067
Union,,2020,239287
Union,,2020,63077
Union,,2020,26149
Union,,2020,42625
Union,,2020,27148
Union,,2020,16832
Union,,2020,19820
Union,,2021,38340
Union,,2021,16335
Union,,2021,25521
Union,,2021,16923
Union,,2021,7047
Union,,2021,12018
Union,,2021,13544
Union,,2021,21091
Union,,2021,27953
Union,,2021,572114
Union,,2021,4107
Union,,2021,243648
Union,,2021,64971
Union,,2021,26212
Union,,2021,42568
Union,,2021,27016
Union,,2021,16872
Union,,2021,20040
Upshur,,2020,40975
Upshur,,2020,23783
Upshur,,2021,41774
Upshur,,2021,23791
Upson,,2020,27712
Upson,,2021,27720
Upton,,2020,3296
Upton,,2021,3265
Utah,,2020,663143
Utah,,2021,684986
Uvalde,,2020,24540
Uvalde,,2021,24729
